"name.x","day","height","mean","std","n","se","name.y","class"
"nicarbazin","01","middle",285105.680858609,14298.1765686747,2,10110.3376103125,NA,"unknown"
"nicarbazin","01","top",230036.077904487,62003.2132918718,6,25312.705829673,NA,"unknown"
"nicarbazin","04","bottom",145356.126231465,17724.337582467,2,12532.999296602,NA,"unknown"
"nicarbazin","11","bottom",457507.027360349,166195.170765426,4,83097.5853827128,NA,"unknown"
"nicarbazin","15","bottom",397460.591791031,244733.991585194,6,99912.2336830529,NA,"unknown"
"oxacillin","01","bottom",170611.175991212,13235.2869891926,4,6617.64349459628,"cillin","beta-lactam"
"oxacillin","01","middle",174556.577375873,31641.4455671078,4,15820.7227835539,"cillin","beta-lactam"
"oxacillin","01","top",175517.803280708,37216.8077395562,4,18608.4038697781,"cillin","beta-lactam"
"oxacillin","08","bottom",140226.429750548,32573.5858902759,2,23033.0034705765,"cillin","beta-lactam"
"oxacillin","11","bottom",120787.795537247,242.650581279364,2,171.579871481495,"cillin","beta-lactam"
"oxacillin","15","bottom",167818.782536387,17959.4647452627,2,12699.259307856,"cillin","beta-lactam"
"oxacillin","25","bottom",162426.255266285,19816.078516767,2,14012.083495731,"cillin","beta-lactam"
"oxacillin","29","bottom",130431.358715746,16033.5985616371,2,11337.4662697565,"cillin","beta-lactam"
"oxacillin","29","middle",169463.687773954,15928.3398206467,2,11263.037100223,"cillin","beta-lactam"
"oxacillin","29","top",128101.307479504,1680.0793864443,2,1187.9955270865,"cillin","beta-lactam"
"pefloxacin","01","bottom",1510490.06841618,89942.0922073489,4,44971.0461036745,"floxacin","quinolone"
"pefloxacin","01","middle",1418976.54417431,41422.3162366729,2,29290.000703405,"floxacin","quinolone"
"pefloxacin","01","top",1612569.09691426,175143.557211825,4,87571.7786059124,"floxacin","quinolone"
"pefloxacin","08","bottom",1419431.55880344,78825.8072592579,2,55738.2628455251,"floxacin","quinolone"
"pefloxacin","11","bottom",1452828.36742625,19867.0052971094,2,14048.0941674551,"floxacin","quinolone"
"pefloxacin","15","bottom",1786745.201874,30494.6175468813,2,21562.9508570901,"floxacin","quinolone"
"pefloxacin","18","bottom",1202822.42648855,40492.2582807139,2,28632.3504158499,"floxacin","quinolone"
"pefloxacin","22","bottom",296351.840649945,202943.104277328,4,101471.552138664,"floxacin","quinolone"
"pefloxacin","29","bottom",774583.797011914,572081.218109366,4,286040.609054683,"floxacin","quinolone"
"pefloxacin","29","middle",1363757.38863166,223484.115508299,4,111742.057754149,"floxacin","quinolone"
"pefloxacin","29","top",572450.633555715,7938.7596774638,2,5613.55080214498,"floxacin","quinolone"
"penicillin bt","29","bottom",143810.066591396,12119.0076142223,2,8569.43246526801,"cillin","beta-lactam"
"pirlimycin","01","bottom",1036723.5566799,306571.19061091,6,125157.164472375,NA,"unknown"
"pirlimycin","01","middle",944957.595675872,315877.887251466,10,99889.3586196498,NA,"unknown"
"pirlimycin","01","top",1081299.53075952,308462.532620157,10,97544.4175903683,NA,"unknown"
"pirlimycin","08","bottom",1430361.37971699,356293.590627083,4,178146.795313541,NA,"unknown"
"pirlimycin","11","bottom",958022.614051314,222368.230515396,4,111184.115257698,NA,"unknown"
"pirlimycin","15","bottom",907668.736500763,174917.865727538,4,87458.932863769,NA,"unknown"
"pirlimycin","18","bottom",985541.497130243,230305.770992893,4,115152.885496447,NA,"unknown"
"pirlimycin","22","bottom",840734.608700239,205610.604856594,6,83940.1779339455,NA,"unknown"
"pirlimycin","25","bottom",1293163.74862443,225195.914150568,2,159237.55799137,NA,"unknown"
"pirlimycin","29","bottom",1830033.80811312,762692.276185802,14,203838.084930431,NA,"unknown"
"pirlimycin","29","middle",1227625.32180122,113226.339531771,6,46224.4595493266,NA,"unknown"
"pirlimycin","29","top",1525497.5013639,1096905.25527092,10,346871.898406452,NA,"unknown"
"piromidic acid","01","bottom",549884.888137712,39392.2542886168,4,19696.1271443084,NA,"unknown"
"piromidic acid","01","middle",680229.150686189,102868.500941779,2,72739.0145864265,NA,"unknown"
"piromidic acid","01","top",870628.802342962,551467.001382853,4,275733.500691427,NA,"unknown"
"piromidic acid","04","bottom",1027670.34474989,159324.125041921,2,112659.169223756,NA,"unknown"
"piromidic acid","08","bottom",996779.032907691,70556.7588924123,2,49891.162671369,NA,"unknown"
"piromidic acid","11","bottom",935978.752057598,89920.0595935215,2,63583.0839032775,NA,"unknown"
"piromidic acid","15","bottom",797929.395784869,26494.0236813153,2,18734.103805975,NA,"unknown"
"piromidic acid","18","bottom",800722.081137706,65570.4718865686,2,46365.3253165945,NA,"unknown"
"piromidic acid","22","bottom",388666.475153037,21449.874474475,2,15167.3516965015,NA,"unknown"
"piromidic acid","29","middle",744276.90601197,338.003214496045,2,239.004365033004,NA,"unknown"
"piromidic acid","29","top",625060.662960252,43074.8670124738,4,21537.4335062369,NA,"unknown"
"pleuromutilin","29","top",177468.159607171,60852.6426429201,2,43029.3162659305,NA,"unknown"
"quindoxin","01","bottom",623278.293798712,44929.0435363794,2,31769.6313567995,NA,"unknown"
"quindoxin","01","top",516373.580647362,29665.9392049854,2,20976.986782113,NA,"unknown"
"quindoxin","04","bottom",889928.056965016,155927.064225532,2,110257.084484384,NA,"unknown"
"quindoxin","29","top",623690.553753731,169717.216843993,10,53669.2963371711,NA,"unknown"
"r flecainide","08","bottom",2589401.2111018,225041.922456891,2,159128.669420525,NA,"unknown"
"r flecainide","11","bottom",2372277.61143931,53588.8064800755,2,37893.008457755,NA,"unknown"
"r flecainide","15","bottom",2877084.80424292,148064.169574063,2,104697.178356575,NA,"unknown"
"r flecainide","18","bottom",1896354.41076266,143819.43758778,2,101695.699584755,NA,"unknown"
"r flecainide","22","bottom",1115535.73216701,163197.301747133,2,115397.918736745,NA,"unknown"
"r flecainide","29","bottom",2031322.86992623,86080.1253953212,2,60867.8403924199,NA,"unknown"
"r flecainide","29","middle",2317661.04944578,4681.13198959931,2,3310.06017347495,NA,"unknown"
"r flecainide","29","top",2387861.44997588,180246.438622604,4,90123.2193113018,NA,"unknown"
"resorcinomycin b","18","bottom",458426.978038047,9138.50722920127,2,6461.9004316905,NA,"unknown"
"rimonabant","01","middle",1141723.90106093,74928.6106061147,2,52982.5286644699,NA,"unknown"
"rimonabant","22","bottom",188338.386969607,3503.09483544044,2,2477.06211327951,NA,"unknown"
"rimonabant","29","bottom",613397.270394116,12270.0784554463,2,8676.25568153703,NA,"unknown"
"roridin a","29","middle",465531.274086604,116953.975643274,4,58476.987821637,NA,"unknown"
"rosoxacin","01","bottom",167711.804274135,20292.0379316898,2,14348.6376255925,NA,"unknown"
"rosoxacin","18","bottom",141846.761732073,1608.24373349274,2,1137.20004975349,NA,"unknown"
"rpr128515","25","bottom",305434.391111065,232315.115349575,2,164271.59343582,NA,"unknown"
"rufloxacin","29","bottom",139753.412731155,13628.4336211289,2,9636.757830451,"floxacin","quinolone"
"rufloxacin","29","top",362865.726942875,27330.9118806583,4,13665.4559403292,"floxacin","quinolone"
"sarafloxacin","01","middle",358087.436638927,26002.4952531976,2,18386.540721307,"floxacin","quinolone"
"sarafloxacin","25","bottom",504017.133541423,49920.3388644041,2,35299.0101301505,"floxacin","quinolone"
"sarafloxacin","29","bottom",405272.402527348,209686.260299746,4,104843.130149873,"floxacin","quinolone"
"sarafloxacin","29","top",321852.784420458,57032.5779998357,2,40328.1226522345,"floxacin","quinolone"
"sisomicin sisomycin","29","middle",7326233.41457911,1784383.93803217,4,892191.969016087,NA,"unknown"
"sordarin","01","bottom",576224.085578606,199690.30995866,4,99845.1549793299,NA,"unknown"
"sordarin","01","middle",725893.7847599,98947.8724848553,4,49473.9362424276,NA,"unknown"
"sordarin","01","top",824737.342165227,45171.4452503347,4,22585.7226251674,NA,"unknown"
"sordarin","04","bottom",1084253.01944025,381433.988104567,2,269714.559563769,NA,"unknown"
"sordarin","08","bottom",819157.936611696,487743.51244473,2,344886.745129414,NA,"unknown"
"sordarin","11","bottom",792203.543469603,430685.855436455,2,304540.888940246,NA,"unknown"
"sordarin","15","bottom",445343.383213226,381251.398415423,2,269585.4491564,NA,"unknown"
"sordarin","18","bottom",748946.75675508,54374.9979059775,2,38448.929746321,NA,"unknown"
"sordarin","22","bottom",330504.636924761,137462.704970624,2,97200.810844974,NA,"unknown"
"sordarin","25","bottom",955831.397186859,250489.561257867,2,177122.867381881,NA,"unknown"
"sordarin","29","bottom",910786.610560101,356634.247178577,4,178317.123589289,NA,"unknown"
"sordarin","29","middle",698245.0037731,44857.7922197883,2,31719.2490676694,NA,"unknown"
"sordarin","29","top",700036.390515849,403763.869009101,4,201881.93450455,NA,"unknown"
"sparfloxacin","15","bottom",147283.782988209,37820.7943761787,2,26743.340173258,"floxacin","quinolone"
"sparfloxacin","15","bottom",147283.782988209,37820.7943761787,2,26743.340173258,"sparfloxacin","quinolone"
"sparfloxacin","25","bottom",261615.016756486,26438.7059019074,2,18694.9882290355,"floxacin","quinolone"
"sparfloxacin","25","bottom",261615.016756486,26438.7059019074,2,18694.9882290355,"sparfloxacin","quinolone"
"sphingofungin c","29","middle",450653.458264039,52544.7742447592,2,37154.7661843855,NA,"unknown"
"sulfadiazine","01","bottom",142482.397585595,1113.82078629043,2,787.590231012495,"sulf","sulfonamide_trimethoprim"
"sulfadiazine","01","middle",188534.458085768,15050.3303197886,2,10642.19062822,"sulf","sulfonamide_trimethoprim"
"sulfadiazine","01","top",106574.038675153,6480.34049773892,2,4582.292710349,"sulf","sulfonamide_trimethoprim"
"sulfadicramide","01","bottom",330825.899998393,61655.1107537815,2,43596.7469088065,"sulf","sulfonamide_trimethoprim"
"sulfadicramide","01","middle",289501.380201364,71444.320249356,4,35722.160124678,"sulf","sulfonamide_trimethoprim"
"sulfadicramide","01","top",489265.005766994,114616.669319906,2,81046.2241131215,"sulf","sulfonamide_trimethoprim"
"sulfadicramide","22","bottom",116097.807850572,7789.59737145961,2,5508.077124072,"sulf","sulfonamide_trimethoprim"
"sulfadicramide","25","bottom",375520.799937539,61245.5219949217,2,43307.123919919,"sulf","sulfonamide_trimethoprim"
"sulfadicramide","29","bottom",213090.102435671,29788.1039766441,2,21063.370320575,"sulf","sulfonamide_trimethoprim"
"sulfadicramide","29","middle",245078.731992208,30361.1075209703,2,21468.545012412,"sulf","sulfonamide_trimethoprim"
"sulfadimethoxine","01","bottom",290850.039795846,84068.0586471824,4,42034.0293235912,"sulf","sulfonamide_trimethoprim"
"sulfadimethoxine","01","middle",462621.525733522,30420.6175998913,2,21510.624992766,"sulf","sulfonamide_trimethoprim"
"sulfadimethoxine","22","bottom",173451.129087916,13432.8768817593,2,9498.478333936,"sulf","sulfonamide_trimethoprim"
"sulfadimethoxine","29","bottom",557533.287525289,46738.3977170685,2,33049.037967533,"sulf","sulfonamide_trimethoprim"
"sulfadimethoxine","29","middle",456500.618729425,158622.245514006,4,79311.1227570031,"sulf","sulfonamide_trimethoprim"
"sulfadimethoxine","29","top",405889.507778237,17480.565068956,2,12360.6260992315,"sulf","sulfonamide_trimethoprim"
"sulfaguanidine","01","middle",801705.027071816,172349.480947856,2,121869.486712211,"sulf","sulfonamide_trimethoprim"
"sulfamerazine","01","bottom",457883.560640519,54921.3649087125,2,38835.2695589715,"sulf","sulfonamide_trimethoprim"
"sulfamerazine","01","middle",303664.321581356,188197.83942464,6,76831.446214102,"sulf","sulfonamide_trimethoprim"
"sulfamerazine","01","top",213215.413263355,7801.99212458912,2,5516.84153806101,"sulf","sulfonamide_trimethoprim"
"sulfamerazine","08","bottom",474875.51599974,96124.7856834061,2,67970.48779684,"sulf","sulfonamide_trimethoprim"
"sulfamerazine","11","bottom",377668.168234829,8091.69271234864,2,5721.69078817949,"sulf","sulfonamide_trimethoprim"
"sulfamerazine","15","bottom",384809.498175214,39904.3909478778,2,28216.6654383635,"sulf","sulfonamide_trimethoprim"
"sulfamerazine","29","bottom",421624.390181806,190528.531440245,4,95264.2657201227,"sulf","sulfonamide_trimethoprim"
"sulfamerazine","29","middle",520916.13838671,66372.2372853212,4,33186.1186426606,"sulf","sulfonamide_trimethoprim"
"sulfamerazine","29","top",560968.046935563,21262.8189113965,2,15035.08343939,"sulf","sulfonamide_trimethoprim"
"sulfameter sulfamethoxydiazine","01","bottom",357215.074324921,49438.6888398754,4,24719.3444199377,"sulf","sulfonamide_trimethoprim"
"sulfameter sulfamethoxydiazine","01","middle",442528.451240713,230882.042103849,4,115441.021051924,"sulf","sulfonamide_trimethoprim"
"sulfameter sulfamethoxydiazine","01","top",266471.020554731,25695.4167215087,2,18169.403409193,"sulf","sulfonamide_trimethoprim"
"sulfameter sulfamethoxydiazine","04","bottom",550668.901238936,54152.3862657251,2,38291.5195459275,"sulf","sulfonamide_trimethoprim"
"sulfameter sulfamethoxydiazine","08","bottom",414024.943740365,104522.507340168,4,52261.2536700839,"sulf","sulfonamide_trimethoprim"
"sulfameter sulfamethoxydiazine","11","bottom",331972.265257531,57279.5613300902,4,28639.7806650451,"sulf","sulfonamide_trimethoprim"
"sulfameter sulfamethoxydiazine","15","bottom",427560.592172661,17093.392754877,2,12086.8539304585,"sulf","sulfonamide_trimethoprim"
"sulfameter sulfamethoxydiazine","18","bottom",369150.261394473,41505.5852718084,4,20752.7926359042,"sulf","sulfonamide_trimethoprim"
"sulfameter sulfamethoxydiazine","22","bottom",146976.179994514,26232.6822706697,4,13116.3411353348,"sulf","sulfonamide_trimethoprim"
"sulfameter sulfamethoxydiazine","25","bottom",459292.361984494,9505.3756981363,2,6721.31561387799,"sulf","sulfonamide_trimethoprim"
"sulfameter sulfamethoxydiazine","29","bottom",320398.282068471,108829.560605065,12,31416.3880555614,"sulf","sulfonamide_trimethoprim"
"sulfameter sulfamethoxydiazine","29","middle",362580.152711496,30846.0226315851,2,21811.4317754275,"sulf","sulfonamide_trimethoprim"
"sulfameter sulfamethoxydiazine","29","top",287505.493239346,142972.861854653,4,71486.4309273267,"sulf","sulfonamide_trimethoprim"
"sulfamethazine sulfadimidine","01","middle",258142.556705307,40234.9508449124,2,28450.406583145,"sulf","sulfonamide_trimethoprim"
"sulfamethazine sulfadimidine","01","top",175802.072496582,21390.8597947339,2,15125.622016267,"sulf","sulfonamide_trimethoprim"
"sulfamethazine sulfadimidine","04","bottom",585747.743438995,13418.6287188177,2,9488.40336130053,"sulf","sulfonamide_trimethoprim"
"sulfamethazine sulfadimidine","08","bottom",272327.212014971,50686.7583764969,2,35840.950564385,"sulf","sulfonamide_trimethoprim"
"sulfamethazine sulfadimidine","11","bottom",274730.055292284,66131.0684074884,2,46761.7269180465,"sulf","sulfonamide_trimethoprim"
"sulfamethazine sulfadimidine","15","bottom",224175.031595787,80579.5366582561,4,40289.7683291281,"sulf","sulfonamide_trimethoprim"
"sulfamethazine sulfadimidine","22","bottom",369611.049023767,4545.4798106533,2,3214.1395978595,"sulf","sulfonamide_trimethoprim"
"sulfamethazine sulfadimidine","25","bottom",288834.930740003,23483.6219170633,2,16605.4283043765,"sulf","sulfonamide_trimethoprim"
"sulfamethazine sulfadimidine","29","bottom",465515.885943107,16378.0048446731,2,11580.9982879745,"sulf","sulfonamide_trimethoprim"
"sulfamethazine sulfadimidine","29","middle",363701.690433471,174213.131695579,4,87106.5658477896,"sulf","sulfonamide_trimethoprim"
"sulfamethazine sulfadimidine","29","top",448260.832246605,160322.116990879,4,80161.0584954393,"sulf","sulfonamide_trimethoprim"
"sulfapyridine","01","bottom",1143515.8170977,112115.410932672,4,56057.7054663362,"sulf","sulfonamide_trimethoprim"
"sulfapyridine","01","middle",1076870.81030634,202721.963804419,4,101360.981902209,"sulf","sulfonamide_trimethoprim"
"sulfapyridine","01","top",946613.842368638,138821.382292542,4,69410.6911462711,"sulf","sulfonamide_trimethoprim"
"sulfapyridine","04","bottom",1801470.40891821,85205.3430002888,2,60249.27582883,"sulf","sulfonamide_trimethoprim"
"sulfapyridine","08","bottom",1042141.26860067,92267.7257243192,2,65243.1345443266,"sulf","sulfonamide_trimethoprim"
"sulfapyridine","11","bottom",945287.985929746,10907.7922120502,2,7712.97384091449,"sulf","sulfonamide_trimethoprim"
"sulfapyridine","15","bottom",1288107.21052998,18641.95073148,2,13181.849776775,"sulf","sulfonamide_trimethoprim"
"sulfapyridine","18","bottom",717570.866436587,69049.1704615389,2,48825.13666866,"sulf","sulfonamide_trimethoprim"
"sulfapyridine","22","bottom",371084.225059409,29130.3418735576,2,20598.262277075,"sulf","sulfonamide_trimethoprim"
"sulfapyridine","25","bottom",857478.732695594,34357.4231507705,2,24294.3668940055,"sulf","sulfonamide_trimethoprim"
"sulfapyridine","29","bottom",770380.574969859,122899.283684349,4,61449.6418421744,"sulf","sulfonamide_trimethoprim"
"sulfapyridine","29","middle",1280818.05237956,254329.933450204,4,127164.966725102,"sulf","sulfonamide_trimethoprim"
"sulfapyridine","29","top",389355.740817126,30297.3453583249,4,15148.6726791624,"sulf","sulfonamide_trimethoprim"
"sulfasymazine","29","top",246753.872950783,5134.96955155008,2,3630.9717910875,"sulf","sulfonamide_trimethoprim"
"sultamicillin","29","middle",175542.214592851,19881.6478278874,2,14058.448000262,"cillin","beta-lactam"
"tazobactam","04","bottom",1583525.62680817,60069.5596036776,2,42475.5929386499,NA,"unknown"
"tazobactam","25","bottom",140861.152890178,4163.75777347235,2,2944.2213568405,NA,"unknown"
"tazobactam","29","middle",242655.29848989,1241.50699686812,2,877.878016375995,NA,"unknown"
"tazobactam","29","top",1317207.55135021,8607.45902078882,2,6086.39264238509,NA,"unknown"
"telithromycin","04","bottom",145496.792770028,35662.0896626726,2,25216.9054317585,"telithromycin","macrolide_lincosamide"
"thiabendazole","01","bottom",5765931.65467003,569127.547808199,4,284563.7739041,NA,"unknown"
"thiabendazole","01","middle",5565038.640025,355995.526581363,4,177997.763290681,NA,"unknown"
"thiabendazole","01","top",6082220.48299219,383645.154072657,4,191822.577036329,NA,"unknown"
"thiabendazole","04","bottom",5508381.55219255,150041.361542218,2,106095.264204965,NA,"unknown"
"thiabendazole","08","bottom",5508606.10209326,491941.113577568,2,347854.89735516,NA,"unknown"
"thiabendazole","11","bottom",5334605.59665248,54467.2984275612,2,38514.1960710399,NA,"unknown"
"thiabendazole","15","bottom",5988453.27151952,301618.490973739,2,213276.480298785,NA,"unknown"
"thiabendazole","18","bottom",4231001.67091792,65474.2440876424,2,46297.2819874352,NA,"unknown"
"thiabendazole","22","bottom",1900049.20238687,194942.321047143,2,137845.03715268,NA,"unknown"
"thiabendazole","25","bottom",5298641.22306831,151484.426177114,2,107115.66499399,NA,"unknown"
"thiabendazole","29","bottom",5058409.96748815,273849.13176335,4,136924.565881675,NA,"unknown"
"thiabendazole","29","middle",4586670.05259961,177778.885998453,4,88889.4429992266,NA,"unknown"
"thiabendazole","29","top",4276669.43368087,322711.514108162,4,161355.757054081,NA,"unknown"
"thymol","01","bottom",1194283.49984783,328338.108903467,4,164169.054451734,NA,"unknown"
"thymol","01","middle",1037083.65741003,151699.35070518,2,107267.639585229,NA,"unknown"
"thymol","01","top",967408.284524164,304327.865916817,6,124241.331001056,NA,"unknown"
"thymol","08","bottom",1272416.86646778,309295.465753477,2,218704.921224535,NA,"unknown"
"thymol","25","bottom",601597.608267169,139245.029580674,4,69622.5147903371,NA,"unknown"
"thymol","29","bottom",485611.762664878,83779.3768376788,4,41889.6884188394,NA,"unknown"
"thymol","29","top",1088221.69065318,79099.3896556751,2,55931.7148132449,NA,"unknown"
"toyocamycin","04","bottom",407155.868565431,9168.37005639062,2,6483.0166393015,NA,"unknown"
"trimethoprim","01","bottom",761219.829015235,627241.843959132,6,256070.410503717,"trimethoprim","sulfonamide_trimethoprim"
"trimethoprim","01","middle",957811.689450926,67851.1389495302,2,47978.0004624435,"trimethoprim","sulfonamide_trimethoprim"
"trimethoprim","01","top",1838198.57426446,1030245.2093049,4,515122.604652449,"trimethoprim","sulfonamide_trimethoprim"
"trimethoprim","04","bottom",227833.655398436,24467.7365342712,2,17301.302423669,"trimethoprim","sulfonamide_trimethoprim"
"trimethoprim","08","bottom",258214.031367613,7000.03891351122,2,4949.7749843135,"trimethoprim","sulfonamide_trimethoprim"
"trimethoprim","11","bottom",549395.566195176,13787.0213692733,2,9748.89630257699,"trimethoprim","sulfonamide_trimethoprim"
"trimethoprim","15","bottom",1370167.15269263,98830.0490585573,2,69883.397874305,"trimethoprim","sulfonamide_trimethoprim"
"trimethoprim","18","bottom",262708.831881009,6314.26766987982,2,4464.861487599,"trimethoprim","sulfonamide_trimethoprim"
"trimethoprim","25","bottom",115904.274536429,11969.0599114608,2,8463.403427822,"trimethoprim","sulfonamide_trimethoprim"
"trimethoprim","29","bottom",268951.141157572,182292.193595584,4,91146.0967977918,"trimethoprim","sulfonamide_trimethoprim"
"trimethoprim","29","top",210021.183959655,39222.733028812,4,19611.366514406,"trimethoprim","sulfonamide_trimethoprim"
"trospectomycin","11","bottom",339617.677265845,26648.8296857172,2,18843.568181456,NA,"unknown"
"trospectomycin","25","bottom",403142.988294701,11224.7520545494,2,7937.09829490952,NA,"unknown"
"trospectomycin","29","middle",308633.480032061,139025.63936231,2,98305.9723518845,NA,"unknown"
"trovafloxacin","01","middle",1036116.1391394,18994.1282598896,2,13430.876895295,"floxacin","quinolone"
"trovafloxacin","01","middle",1036116.1391394,18994.1282598896,2,13430.876895295,"trovafloxacin","quinolone"
"trovafloxacin","18","bottom",311884.694630082,61437.4021429707,2,43442.8036737795,"floxacin","quinolone"
"trovafloxacin","18","bottom",311884.694630082,61437.4021429707,2,43442.8036737795,"trovafloxacin","quinolone"
"trovafloxacin","22","bottom",912947.254618295,99920.2773751375,2,70654.3057100005,"floxacin","quinolone"
"trovafloxacin","22","bottom",912947.254618295,99920.2773751375,2,70654.3057100005,"trovafloxacin","quinolone"
"trovafloxacin","29","middle",1745220.25995671,1157828.55175034,4,578914.27587517,"floxacin","quinolone"
"trovafloxacin","29","middle",1745220.25995671,1157828.55175034,4,578914.27587517,"trovafloxacin","quinolone"
"tuberin","01","bottom",649933.878875302,62221.4885020537,2,43997.236455323,NA,"unknown"
"tuberin","01","middle",1134577.52034817,25129.9177690775,2,17769.535265175,NA,"unknown"
"tuberin","11","bottom",558366.075886224,84000.9295135005,4,42000.4647567502,NA,"unknown"
"tuberin","15","bottom",3877853.34356778,46393.7656845925,2,32805.3463203551,NA,"unknown"
"tuberin","18","bottom",715067.208139973,464518.913856255,2,328464.473977168,NA,"unknown"
"xenysalate","01","top",2685563.14532443,116440.776883241,2,82336.0629407698,NA,"unknown"
"xenysalate","08","bottom",155154.46639756,14783.4247566694,2,10453.459894602,NA,"unknown"
"xenysalate","25","bottom",190848.487560728,44765.037190652,2,31653.661357578,NA,"unknown"
"xenysalate","29","top",584505.044716008,76470.4934604738,2,54072.8044865825,NA,"unknown"
"xibornol","01","bottom",8754071.6971554,5389426.42060736,6,2200224.12279373,NA,"unknown"
"xibornol","01","middle",9682588.00366832,5304097.44216341,6,2165388.71321696,NA,"unknown"
"xibornol","01","top",9063847.76870866,5763246.89584108,8,2037615.48085077,NA,"unknown"
"xibornol","04","bottom",5881959.05267301,474685.807871497,2,335653.55367895,NA,"unknown"
"xibornol","08","bottom",7755384.06219305,4971345.94951947,4,2485672.97475973,NA,"unknown"
"xibornol","11","bottom",7926272.4296078,5781522.15654666,4,2890761.07827333,NA,"unknown"
"xibornol","15","bottom",8810365.8435115,2545755.73165137,2,1800121.1410952,NA,"unknown"
"xibornol","18","bottom",8907236.12406798,1016897.13225045,2,719054.85798345,NA,"unknown"
"xibornol","22","bottom",5679789.86303627,456062.981816516,2,322485.227090615,NA,"unknown"
"xibornol","25","bottom",15531192.870458,273947.061740588,2,193709.8250429,NA,"unknown"
"xibornol","29","bottom",11577898.9023141,9426875.65939752,8,3332903.85208119,NA,"unknown"
"xibornol","29","middle",8220639.84592947,2586149.65511006,4,1293074.82755503,NA,"unknown"
"xibornol","29","top",8715188.39625002,4611218.10576908,6,1882521.90863624,NA,"unknown"
"xyloylsulfamine","01","middle",113854.265363692,14521.6855137061,2,10268.382301,"sulf","sulfonamide_trimethoprim"
